time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,Year,month,day
2015-May-25,13295,0,116604,71680,8297,4373,19926,69789,121104,2156,1735,45056,4603,152290,44173,152701,658900,656102,48.82833333,60.32541667,291.3382096,1014.008333,58.89166667,2015,May,25
2015-May-26,13204,0,100236,80423,8989,4981,18767,59480,120998,2102,1665,57189,4920,201490,57063,201267,670222,674996,47.23791667,58.46875,291.1259328,1009.8,62.79166667,2015,May,26
2015-May-27,12996,15458,101275,95419,9231,9763,18278,68523,120762,2110,1674,61629,4894,176365,60012,176511,671508,681600,49.065,60.16041667,291.5652914,1002.591667,65.025,2015,May,27
2015-May-28,13417,23084,107474,118445,9009,6279,19032,75029,120765,2127,1691,59691,4876,127884,58943,127250,682138,690130,52.61375,63.29958333,292.424512,1001.191667,63.125,2015,May,28
2015-May-29,13750,21250,109411,127158,9044,4831,18602,75967,120647,2036,1691,42196,4948,112406,45113,112460,685247,655669,54.98458333,65.52125,291.5985456,999.0666667,68.175,2015,May,29
2015-May-30,13331,21174,101349,123339,7248,8950,17763,55633,121674,2054,1639,51754,5059,68841,52291,68845,610353,605066,50.6825,60.51625,291.9314542,1000.491667,71.03333333,2015,May,30
2015-May-31,12783,19199,98196,120439,6220,22377,18496,55882,134271,1968,1626,56036,5118,60821,55817,60245,567572,562492,48.01,58.56541667,292.5700419,1004.025,68.05833333,2015,May,31
2015-June-01,11802,13247,120897,146069,7292,18454,25405,64911,170285,1107,1741,15304,5813,72912,16555,73074,579778,612959,52.02916667,66.40291667,294.7063211,1013.008333,58.36666667,2015,June,1
2015-June-02,11203,6641,143614,127496,8292,9824,33371,114146,168499,2225,1763,29588,4911,201531,28417,203585,823964,817872,46.07833333,66.56958333,296.4608872,1018.791667,58.46666667,2015,June,2
2015-June-03,10768,0,134115,67917,7307,7339,38033,141697,157316,1945,1588,50228,4020,95979,45611,97298,715807,709798,48.20416667,66.48291667,296.8564711,1015.066667,53.94166667,2015,June,3
2015-June-04,8175,1717,91402,50178,7922,19975,30168,67860,164033,1018,1294,26607,3968,150353,27712,150877,579902,580995,38.86583333,66.59208333,295.8949505,1003.416667,52.75,2015,June,4
2015-June-05,9838,22905,138597,135572,8967,5814,33444,94862,98781,1984,1750,56852,3792,58862,53176,59716,678180,674061,59.11125,66.22041667,295.4976581,1002.608333,54.64166667,2015,June,5
2015-June-06,12697,22788,101694,131831,6444,9094,17012,59641,113286,2042,1636,55225,6371,134540,56078,134537,640472,640564,48.46458333,58.38291667,295.2931125,1004.366667,58.69166667,2015,June,6
2015-June-07,12090,17710,168665,188674,9162,2904,17532,72204,144191,2078,1540,55497,5422,96159,54358,96992,778667,787715,60.59541667,57.85625,295.8686953,1004.05,52.4,2015,June,7
2015-June-08,12160,20437,171115,167695,8050,4170,15577,58031,160895,2029,1616,41182,6428,67019,47561,66203,734402,733111,61.70541667,67.08708333,296.5470198,1010.878049,48.49593496,2015,June,8
2015-June-09,11488,10649,99302,125278,6549,21180,13945,25616,161650,2087,1544,31802,6375,100911,30273,101218,554810,552456,49.31291667,67.6575,296.0079706,1015.316667,56.5,2015,June,9
2015-June-10,13051,4027,102983,104716,9194,16923,17436,36446,117421,1953,1666,23463,6103,262482,22567,260362,688784,683098,45.85458333,67.30958333,294.8590578,1012.408333,72.01666667,2015,June,10
2015-June-11,13749,13395,124501,156772,9026,6752,18886,55422,123053,1300,1702,32122,6508,89063,30074,88807,673359,675996,53.56458333,70.7375,293.8068292,1003.766667,77.125,2015,June,11
2015-June-12,12912,16699,119126,153053,7668,36291,14394,20816,144017,2077,1596,19410,5665,94332,19360,93809,607815,607798,51.25291667,68.16541667,292.4415758,994.2666667,76.78333333,2015,June,12
2015-June-13,11513,20419,103567,145857,6223,9327,20218,50086,120352,2031,1678,34920,6568,84408,36569,83740,607811,602353,55.7475,65.29166667,291.3058143,995.2333333,74.23333333,2015,June,13
2015-June-14,11510,21173,101143,141838,5805,15249,20793,53691,120518,2099,1519,27025,6570,66129,28972,66351,552464,551701,50.77958333,61.565,291.1139182,996.475,71,2015,June,14
2015-June-15,11045,21206,107937,156956,6918,6393,20202,58149,115603,2103,1461,26216,6438,85483,29487,88767,662919,660138,55.67041667,66.27958333,291.1287725,1009.704545,75.37878788,2015,June,15
2015-June-16,11623,20639,99454,153043,7671,6152,20277,44292,120368,2147,1614,53334,6657,135782,50555,135114,672840,666571,53.1525,66.07,292.7088203,1020.504,65.872,2015,June,16
2015-June-17,11644,17597,97990,122112,7549,11409,20406,42889,120342,2055,1632,62979,6707,193419,60848,192755,675355,675053,47.8125,61.14958333,294.2065286,1021.125,59.35,2015,June,17
2015-June-18,11328,19834,102330,127856,7677,8219,20101,44510,120396,2017,1668,64873,6618,169052,63144,169413,684134,686266,45.87958333,59.30833333,295.1355042,1012.591667,61.00833333,2015,June,18
2015-June-19,11385,20408,103828,131850,7744,5270,19727,40925,120267,2035,1668,64089,6667,172390,63458,171875,686618,696468,48.89333333,61.74333333,295.6843023,1001.55,61.29166667,2015,June,19
2015-June-20,11144,13436,96918,128120,6227,6938,18747,47402,120246,1744,1605,64135,6555,134551,63808,135240,625497,634246,46.07833333,56.26,295.8578753,1001.725,59.95833333,2015,June,20
2015-June-21,11061,13866,103360,146328,5711,12247,18462,49611,122879,1981,1591,56354,6575,78056,58667,78719,589490,586840,48.41916667,59.25958333,296.5183443,1001.808333,59.74166667,2015,June,21
2015-June-22,11229,15799,119185,184475,7525,2455,19500,81329,125572,1971,1577,52460,6437,61025,54535,60747,709339,709187,61.17916667,73.48291667,296.3179352,998.2916667,65.71666667,2015,June,22
2015-June-23,11389,14840,120145,189679,8455,5497,19425,52407,136239,1939,1594,57262,6409,81661,57153,81572,714382,702980,58.03125,70.525,294.7633857,998.3,68.35,2015,June,23
2015-June-24,11692,16024,120816,184651,8155,4207,19273,58074,142622,2013,1582,59459,6278,43504,59622,44259,665055,664217,59.85041667,72.28,294.3410711,998.8083333,69.78333333,2015,June,24
2015-June-25,11757,15580,139427,189385,8341,3021,19438,66764,143636,2040,1508,61785,6560,43218,60308,43004,708494,713711,61.18791667,73.55958333,296.4973901,1011.366667,60.55833333,2015,June,25
2015-June-26,11922,17255,138384,184085,8538,3413,18954,70655,143445,2118,1470,63310,6430,59707,62163,59679,722334,730152,61.42708333,73.47916667,299.1518917,1020.383333,55.44166667,2015,June,26
2015-June-27,11896,15550,110229,176046,6849,4106,17965,67132,140138,2105,1382,62960,6336,61588,61962,62442,660382,672342,56.11166667,65.69833333,300.2501667,1019.133333,52.56666667,2015,June,27
2015-June-28,12462,20125,102401,174709,6707,11023,17873,39010,143428,2113,1337,62433,6377,58902,61950,59275,625709,629650,49.33041667,60.19,300.3258458,1017.725,52.95833333,2015,June,28
2015-June-29,12684,22569,136927,182560,8575,3105,19027,76531,143578,2059,1347,65013,5976,77938,61446,78290,748920,764462,59.71166667,72.46208333,300.8790833,1018.566667,52.26666667,2015,June,29
2015-June-30,12210,22268,127845,188881,8965,4692,19225,64616,145965,1987,1429,61152,4676,114328,58378,115251,767589,774044,58.60375,71.56958333,301.0236583,1015.608333,53.61666667,2015,June,30
2015-July-01,12106,21765,192972,172401,7813,5447,26035,119912,170338,1110,1692,17063,5311,26870,17180,28356,778237,768077,64.50708333,71.67791667,299.6890583,1015.541667,58.68333333,2015,July,1
2015-July-02,11487,6894,142939,142996,7367,9654,32713,125791,170051,2110,1730,16757,4989,87321,19321,88109,742800,742609,52.49708333,75.73,299.1607438,1019.024793,58.71900826,2015,July,2
2015-July-03,11185,0,110833,67925,6386,15403,35178,115083,165328,1894,1542,50179,3718,69805,46369,69550,635772,624680,45.01583333,71.88333333,301.1815833,1019.566667,52.975,2015,July,3
2015-July-04,8686,1901,97182,68611,9053,14210,30752,64407,164005,1094,1432,35009,3601,191956,35922,190495,673199,659691,45.74291667,65.80625,301.3011667,1020.291667,51.13333333,2015,July,4
2015-July-05,10328,17740,102635,118357,8931,11094,29633,80597,98291,1960,1712,58059,3786,149096,56246,147597,675880,670151,48.72791667,60.14875,301.4668333,1018.241667,52.96666667,2015,July,5
2015-July-06,12037,14203,105538,119720,6291,17186,16836,61216,117084,2009,1630,51223,5997,116609,51826,117260,601423,597084,47.45875,72.6425,302.197,1017.575,48.95,2015,July,6
2015-July-07,12134,16033,196009,186202,9337,652,16860,75600,143794,2058,1610,50944,6153,81955,51266,82126,790326,808391,61.14291667,72.5425,302.2014167,1016.091667,47.60833333,2015,July,7
2015-July-08,12464,19686,157203,156630,8635,4983,15345,58837,160727,2027,1630,26129,6074,99060,36784,98620,723795,737360,61.82208333,71.17208333,300.4591667,1016.466667,52.83333333,2015,July,8
2015-July-09,11445,15253,137493,162303,8920,5995,14325,49411,161635,2090,1546,28154,5989,71592,27458,72119,660769,656995,59.49791667,72.63083333,299.832,1017.216667,53.91666667,2015,July,9
2015-July-10,13303,16507,138104,174540,9530,4400,16123,66133,117770,2112,1692,34383,6457,65132,32097,64868,678186,671722,58.49625,74.1125,299.94675,1016.7,58.01666667,2015,July,10
2015-July-11,13539,1103,98246,139818,7520,15799,16699,38384,123042,1395,1700,33653,6549,92187,30914,92164,602492,598197,49.64916667,65.43666667,299.4088333,1019.558333,58.70833333,2015,July,11
2015-July-12,13024,18547,115101,150654,8803,27815,13915,19107,146537,2045,1681,8280,5586,148712,8625,149125,638173,648100,48.56458333,62.86125,300.0377236,1019.414634,58.32520325,2015,July,12
2015-July-13,12622,22490,203694,168885,8976,3618,15877,55820,153980,2111,1592,62105,6649,82540,60442,83331,776356,780005,62.70333333,75.16708333,300.8920833,1018.933333,55.06666667,2015,July,13
2015-July-14,12015,22879,196347,173804,9422,2617,15381,59378,162951,2096,1646,61504,6357,95580,60163,96157,795137,800930,60.29375,72.27833333,301.2076667,1018.208333,55.45,2015,July,14
2015-July-15,12398,22892,202241,178180,9378,2818,15061,62587,163966,2100,1732,57448,5808,80637,59207,81137,803961,805644,62.06958333,73.81041667,299.20575,1016.075,55.98333333,2015,July,15
2015-July-16,12481,17768,208874,181447,9521,728,15259,50394,164213,2041,1763,49206,6007,90387,50393,90141,803487,803167,63.89458333,75.01041667,301.4745,1014.908333,52.43333333,2015,July,16
2015-July-17,12651,14463,214387,188534,9232,91,15382,63077,163901,2062,1712,30664,6208,73039,37287,73008,793893,798855,64.44125,75.85916667,301.285935,1016.756098,54.69105691,2015,July,17
2015-July-18,12922,19457,137510,169332,7182,8626,14066,37035,154755,2063,1571,49998,6160,97007,50738,96446,712185,700295,61.71416667,70.29458333,300.4418182,1012.652893,60.72727273,2015,July,18
2015-July-19,13007,22115,118844,164875,7329,13173,13970,33650,161967,2047,1523,54238,6255,59637,53958,59849,653315,641631,55.54708333,65.27916667,300.3329508,1014.311475,58.98360656,2015,July,19
2015-July-20,13015,18329,219028,188364,8861,3886,15215,68802,164387,2009,1499,58696,6225,40856,58256,41044,784378,798823,64.25041667,76.11791667,301.4085833,1014.025,56.71666667,2015,July,20
2015-July-21,12410,14781,228823,186596,9795,710,15242,54914,162071,2030,1666,57979,6131,68113,58100,67079,808560,817858,65.34125,76.81083333,301.186746,1014.920635,62.33333333,2015,July,21
2015-July-22,12860,8354,220750,178953,9562,2240,15519,47354,163932,2061,1729,59067,6229,89450,58901,79838,812919,804233,63.43541667,75.41666667,300.1700769,1016.123077,61.70769231,2015,July,22
2015-July-23,13090,13263,212257,184274,9674,3469,15703,61074,161141,2041,1806,59696,6011,61809,59305,62250,794800,803515,64.6675,76.37166667,300.5058333,1014.991667,56.9,2015,July,23
2015-July-24,12952,21389,142797,178667,9303,3978,14876,34931,163925,2079,1781,59712,6044,139352,59778,138267,802931,793985,58.7375,71.11875,300.5665,1011.608333,57.84166667,2015,July,24
2015-July-25,12852,18528,106766,159313,7860,16034,14177,31793,164629,2092,1649,61152,5982,116382,60423,116876,694430,678418,52.43333333,62.56208333,298.853,1015.341667,57.975,2015,July,25
2015-July-26,12957,17363,102950,152882,7128,20282,13968,26693,164390,2051,1571,60044,6101,94947,59886,94830,638818,634572,48.52625,58.91458333,299.9767769,1014.553719,56.96694215,2015,July,26
2015-July-27,12727,20259,153295,174360,8833,4800,14791,46907,164388,2087,1536,60968,6234,95315,60440,95253,784233,772592,61.54333333,74.14625,300.6466667,1013.625,57.68333333,2015,July,27
2015-July-28,12080,22792,165922,179169,9423,389,15022,55629,163890,2050,1554,59565,6105,77995,60434,77909,789871,787757,62.69583333,74.98875,300.84425,1013.391667,56.35833333,2015,July,28
2015-July-29,11884,22467,168895,187718,9323,0,14852,55461,161881,2109,1556,57180,6008,96138,58062,96183,789316,797243,59.73583333,73.09083333,300.2746667,1012.225,61.175,2015,July,29
2015-July-30,12127,21918,135245,185743,9410,2493,15146,35108,162333,1985,1656,55113,6254,149549,54566,148852,774917,767391,56.62458333,70.1575,298.2388333,1012.408333,62.4,2015,July,30
2015-July-31,12560,17911,127580,181600,9310,10384,16500,42863,162524,1955,1703,44326,6113,131573,47620,131637,738236,727984,56.41,68.40041667,297.0406746,1010.579365,67.91269841,2015,July,31
2015-August-01,12370,21696,184487,186155,8199,6490,23542,95741,170446,1731,1748,21084,5210,64531,21080,63295,790242,786116,64.59625,62.12541667,296.685082,1014.040984,62.78688525,2015,August,1
2015-August-02,11325,5250,107898,105538,6424,38867,28978,76235,159226,2058,1549,32913,4945,199327,30642,198708,686417,676163,40.21375,55.81708333,299.5943333,1015.25,58.20833333,2015,August,2
2015-August-03,10820,0,98669,51844,5898,32420,34030,98365,167560,1910,1403,42736,3625,100764,42016,99481,595530,585180,36.62083333,69.51166667,300.233,1015.608333,63.175,2015,August,3
2015-August-04,8129,115,88013,77163,9023,15096,29649,63166,164315,1078,1503,24146,3352,220271,27035,220492,678645,678923,41.14166667,69.215,299.4492969,1016.132813,64.4609375,2015,August,4
2015-August-05,10459,1247,97236,86725,7730,19517,28710,87653,108106,1999,1717,46431,3941,210863,47810,211021,669437,674453,39.84625,69.13583333,299.4552708,1014.166667,57.30833333,2015,August,5
2015-August-06,12533,21696,123333,158650,7605,3355,17794,62444,121813,1985,1645,46816,5865,109904,46990,110784,709024,719171,56.41791667,70.84708333,299.2272727,1014.471074,55.90082645,2015,August,6
2015-August-07,12032,21336,168668,173755,9658,4167,16321,48435,143431,1836,1622,55878,6060,149050,54235,148844,795328,804812,58.7975,69.67375,300.62992,1015.184,59.84,2015,August,7
2015-August-08,13372,14642,108799,143911,7512,9161,15082,42579,161185,2065,1601,18521,6404,120474,21538,121102,651645,651960,55.54875,63.20541667,298.5007258,1018.516129,63.91129032,2015,August,8
2015-August-09,12761,21159,139743,171128,9478,4226,14122,47740,161837,2070,1600,44426,5723,32106,42816,31921,663228,658439,60.695,56.91041667,297.7166116,1019.256198,58.61157025,2015,August,9
2015-August-10,13297,18427,132550,162648,7877,7498,14546,63194,118299,1996,1721,36224,6295,74028,31362,74414,667129,661194,55.50458333,69.12083333,299.2913083,1015.925,58.10833333,2015,August,10
2015-August-11,12813,1133,104531,84460,6931,42396,15556,36848,123022,1394,1597,30947,5972,134408,29803,133990,556654,561484,40.89541667,69.62333333,300.08175,1013.866667,60.85,2015,August,11
2015-August-12,12048,17048,143461,147700,8744,18006,15458,38886,147152,2067,1667,9403,5741,61425,11122,61871,619166,621087,54.69583333,67.56583333,300.29775,1016.158333,60.33333333,2015,August,12
2015-August-13,13208,15245,100866,131535,8577,26719,13467,25427,158133,1979,1641,51217,6250,201599,45883,200424,705564,699296,51.60041667,60.21041667,299.03625,1015.916667,53.175,2015,August,13
2015-August-14,13482,18310,109075,138431,8556,16304,14043,30690,158685,2049,1690,51395,6210,104870,50306,105461,676090,660734,55.65708333,64.68833333,296.81675,1015.933333,52.325,2015,August,14
2015-August-15,13292,6755,102297,128358,6882,12679,13735,29087,158551,1942,1678,47796,6419,74945,44683,75682,557520,574195,49.30291667,58.1825,295.4402479,1014.842975,59.09917355,2015,August,15
2015-August-16,13465,6103,106140,132213,6677,12051,13674,29437,158667,1936,1585,48152,6366,50322,47980,50479,568829,554230,52.06791667,61.62791667,296.0905833,1013.758333,61.61666667,2015,August,16
2015-August-17,13375,18334,124237,164001,7730,7786,14854,35728,158759,2074,1546,50325,6122,71186,49415,71204,657391,655126,59.63625,68.33416667,297.3571901,1012.867769,63.41322314,2015,August,17
2015-August-18,13001,18230,114567,166670,8378,7243,15111,26086,159573,2150,1648,53088,6079,91799,53391,92282,663665,658731,55.76541667,64.01541667,296.16,1014.04918,65.36885246,2015,August,18
2015-August-19,13204,20611,115198,173246,8739,7119,15178,47484,160106,2148,1675,52164,5696,61924,52681,62434,667333,665248,57.49166667,65.38916667,297.1920833,1016.308333,58.59166667,2015,August,19
2015-August-20,13272,21792,120143,179692,8747,3193,14770,53064,160140,2103,1711,53146,6222,64118,53208,64195,672807,689012,58.36416667,66.12,299.14225,1018.8,58.075,2015,August,20
2015-August-21,12835,22265,131649,182050,8610,4915,14817,49953,160055,2117,1727,42536,6380,76816,44573,76467,689527,701301,62.27375,69.51916667,299.5254167,1018.016667,63.05,2015,August,21
2015-August-22,12945,17987,99516,147320,7557,15901,14185,26183,160213,2084,1732,44039,6350,112116,45517,110902,628021,627878,52.27708333,60.35,297.92436,1013.464,69.952,2015,August,22
